Year,Date,Time,Country,Area,Location,Activity,Type,Sex ,Age,Injury,Fatal (Y/N),Species ,Case Number,original order,N_Attacks,
1984,08-Nov-84,17h00,SOUTH AFRICA,Eastern Cape Province,Gonubie River Mouth,Surfing,Unprovoked,M,14,Wetsuit lacerated,N,,1984.11.08,3847,1,
1984,10-Mar-84,,SOUTH AFRICA,Eastern Cape Province,Swartkops River mouth,Rowing,Boat,M,,"No injury to occupant, shark seized oar and disappeared with it.",N,2.5 m [8.25'] shark,1984.03.10,3319,1,
1984,18-Feb-84,Night,SOUTH AFRICA,Eastern Cape Province,"Paradise Beach, Jeffrey�s Bay",Fishing,Provoked,M,,Leg lacerated by hooked shark PROVOKED INCIDENT,N,"Raggedtooth shark, 56-kg [123-lb] ",1984.02.18,3317,1,
1984,12-Feb-84,,SOUTH AFRICA,Eastern Cape Province,St. George�s Strand,,Invalid,,,"Human remains recovered, evidence of scavenging by shark/s",Y,,1984.02.12,3315,1,
1984,05-Jan-84,09h30,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,Unprovoked,M,14,Foot bitten,N,"Raggedtooth shark, 1 m ",1984.01.05,3313,1,
1984,17-Mar-84,,SOMALIA,,,Murder,Invalid,M,, Forced at gunpoint to jump overboard. Presumed fatal, shark involvement probable but not confirmed ,Y,,1984.03.17,3321,1
1984,11-Sep-84,17h50,MEXICO,Baja California,Guadalupe Island,Spearfishing,Provoked,M,,"No Injury, PROVOKED INCIDENT",N,4.5 m to 5.5m white shark,1984.09.11,3333,1,
1984,03-Dec-84,,ITALY,Tyrrhenian Sea,"Marciana Marina, Isola d'Elba",Boat,Boat,,,No injury,N,White shark,1984.12.03,3350,1,
1984,07-Aug-84,,INDONESIA,,Bali,"Sea disaster, foundering of the cargo vessle M/V Dorolonda",Unprovoked,M,,FATAL,Y,,1984.08.07,3331,1,
1984,01-Mar-84,,AUSTRALIA,Western Australia,Coral Bay,,Unprovoked,,,No details,UNKNOWN,,1984.03.01,3318,1,
1984,30-Nov-84,12h33,AUSTRALIA,Queensland,1 km off Black's Beach,Sailing on catamaran & fell into the water,Unprovoked,M,16,FATAL,Y,"Tiger shark, 4 m ",1984.11.30,3349,1,
1984,11-Feb-84,,AUSTRALIA,Queensland,Derwent Island,Spearfishing,Unprovoked,M,27,Hand bitten,N,1.5 m white-tipped reef shark,1984.02.11,3314,1,
1983,1983,,VANUATU,Malampa Province,"Off the beach opposite Atchin Island, Malakula",Ran into the water,Unprovoked,M,,"FATAL, arm/shoulder severed ",Y,,1983.00.00.c,3261,1,
1983,15-Aug-83,Morning,USA,Virginia,"Virginia Beach, Princess Anne County",Swimming,Unprovoked,F,14,Foot bitten,N,Sand shark,1983.08.15,3295,1,
1983,24-Jan-83,,USA,South Carolina,60 miles southeast of Beaufort,Fishing,Provoked,M,43,Leg bitten by captive shark PROVOKED INCIDENT,N,,1983.01.24,3266,1,
1983,06-Aug-83,,USA,Rhode Island,,Fishing,Boat,,,No injury to occupants,N,,1983.08.06,3292,1,
1983,20-Aug-83,10h00,USA,Oregon,"Cape Kiwanda,Tillamook County",Surfing,Unprovoked,M,,"No injury, board bitten",N,White shark,1983.08.20.b,3297,1,
1983,1983,,USA,North & South Carolina,,Fishing,Provoked,M,,Bitten on their feet by landed sharks / lacerations only PROVOKED INCIDENTS,N,Blue sharks,1983.00.00.b,3260,1,
1983,25-Dec-83,15h30,USA,Florida,"Riviera Beach, Palm Beach County",Surfing,Unprovoked,M,17,Left foot & thigh bitten,N,,1983.12.25,3308,1,
1983,Reported      10-Nov-1983,,USA,Florida,"Melbourne Beach, Brevard County",Surfing,Unprovoked,M,15,Laceration to left foot,N,Tiger shark,1983.11.10.R,3302,1,
1983,17-Oct-83,,USA,Florida,"Stuart Beach, Martin County",Surfing,Unprovoked,M,16,Puncture marks in leg & surfboard dinged,N,1.5 m [5'] shark,1983.10.17.a,3300,1,
1983,13-Oct-83,,USA,Florida,"Daytona Beach, Volusia County",Wading,Unprovoked,M,20,Lacerations to left ankle,N,4.5' shark,1983.10.13,3299,1,
1983,04-Sep-83,,USA,Florida,"Off Lake Worth, Palm Beach County",Standing,Unprovoked,M,15,Abrasions to leg,N,,1983.09.04,3298,1,
1983,13-Aug-83,,USA,Florida,"Riviera Beach, Palm Beach County",Skindiving,Provoked,M,14,Hand abraded when he grabbed shark's tail PROVOKED INCIDENT,N,Nurse shark,1983.08.13.b,3294,1,
1983,13-Aug-83,Morning,USA,Florida,"6 miles south of Boca Chica Key, Monroe County ",Diving,Unprovoked,F,22,Right leg severely bitten,N,6' to 8' bull shark,1983.08.13.a,3293,1,
1983,12-Jul-83,Afternoon,USA,Florida,"Caloosahatchee River, Lee County",Windsurfing,Unprovoked,F,39,Left ankle nipped (3 punctures wounds),N,3.5' hammerhead shark,1983.07.12.b,3287,1,
1983,05-Jul-83,,USA,Florida,"Riviera Beach, Palm Beach County",Floating on air mattress,Unprovoked,,17,"No injury, shark bit air mattress, deflating it",N,,1983.07.05,3285,1,
1983,29-Jun-83,11h00,USA,Florida,"Off 12th Street, Miami Beach",Swimming,Unprovoked,M,42,Left foot bitten,N,,1983.06.29,3284,1,
1983,20-Jun-83,16h30,USA,Florida,"Cocoa Beach, Brevard County",Surfing & dangling foot in water amid baitfish,Unprovoked,M,21,Left foot lacerated,N,,1983.06.20,3282,1,
1983,31-May-83,Dusk,USA,Florida,"Intracoastal Waterway, Boca Raton, Palm Beach County",Water-skiing,Unprovoked,M,21,"Left calf, knee & hands lacerated",N,6' shark,1983.05.31,3278,1,
1983,24-May-83,,USA,Florida," Riviera Beach, Palm Beach County",Surfing,Unprovoked,M,15,"Knocked off board by shark, no injury",N,,1983.05.24,3277,1,
1983,21-May-83,14h00,USA,Florida,"Haulover Inlet, Dade County",Surfing,Unprovoked,M,22,Right foot bitten,N,,1983.05.21,3276,1,
1983,19-Apr-83,,USA,Florida,,Surfing,Unprovoked,M,,No details,UNKNOWN,,1983.04.19,3275,1,
1983,02-Apr-83,11h00,USA,Florida,"Lake Worth Beach, Palm Beach County",Surfing,Unprovoked,M,16,Left foot bitten,N,,1983.04.02.b,3273,1,
1983,10-Mar-83,,USA,Florida,"Juno Beach, Palm Beach County",Surfing,Unprovoked,M,,"Shark nudged board, no injury",N,,1983.03.10,3269,1,
1983,20-Aug-83,10h00,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Spearfishing,Unprovoked,M,29,Inner thighs lacerated,N,5 m [16.5'] white shark,1983.08.20.a,3296,1,
1983,10-Jan-83,18h15,SOUTH AFRICA,Western Cape Province,Muizenberg,Windsurfing,Unprovoked,M,22,Left foot lacerated,N,,1983.01.10,3264,1,
1983,08-Jan-83,13h00,SOUTH AFRICA,Western Cape Province,Holbaai,Spearfishing,Unprovoked,M,32,"No injury, rammed by shark",N,White shark,1983.01.08,3263,1,
1983,07-Dec-83,,SOUTH AFRICA,KwaZulu-Natal,LaMercy,,Invalid,M,,"Two feet found in shark, postmortem scavenging",N,"1.74 m, 116-kg Zambesi shark",1983.12.07,3304,1,
1983,10-Nov-83,,SOUTH AFRICA,KwaZulu-Natal,Tongaat,Swimming,Invalid,F,,Probable drowning and scavenging,Y,,1983.11.10,3301,1,
1983,02-Apr-83,,SOUTH AFRICA,KwaZulu-Natal,Mpande,,Invalid,M,,Survived,N,,1983.04.02.a,3272,1,
1983,30-Mar-83,11h15,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Spearfishing,Unprovoked,M,17,Right calf lacerated,N,1.8 m [6'] Zambezi shark,1983.03.30.a,3271,1,
1983,20-Feb-83,12h30,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Paddleskiing,Unprovoked,M,16,Puncture wounds to buttocks,N,3 m [10'] shark,1983.02.20,3267,1,
1983,15-Jan-83,,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,,Invalid,M,,FATAL,Y,,1983.01.15,3265,1,
1983,22-Dec-83,12h30,SOUTH AFRICA,Eastern Cape Province,Great Fish River,Swimming,Unprovoked,M,16,"Left calf, ankle & foot lacerated",N,,1983.12.22,3306,1,
1983,21-Dec-83,08h15,SOUTH AFRICA,Eastern Cape Province,Nahoon,Swimming,Unprovoked,M,47,Shin lacerated,N,"Raggedtooth shark, >1 m ",1983.12.21,3305,1,
1983,15-Jul-83,,SOUTH AFRICA,Eastern Cape Province,"Seal Point, Cape St. Francis",Surfing,Unprovoked,M,,Left arm injured by shark's tail as it swam beneath his board,N,3 m to 4 m [10' to 13'] shark,1983.07.15,3288,1,
1983,12-Apr-83,19h30,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Fishing,Unprovoked,M,27,Puncture wounds to foot,N,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)",1983.04.12,3274,1,
1983,22-Mar-83,12h30,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,Unprovoked,M,,"No injury, board bitten",N,Blacktip or spinner shark,1983.03.22,3270,1,
1983,21-Nov-83,,PHILIPPINES,Central Philippines,,Ferry boat sank,Sea Disaster,M,,Left foot nipped,N,.5 m shark,1983.11.21,3303,1,
1983,Mar-83,,NEW CALEDONIA,Loyalty Islands,"We, Lifou",,Unprovoked,,,Calf bitten,N,"""a small shark""",1983.03.00,3268,1,
1983,15-Jun-83,,ITALY,Northwest Italy,Riomaggiore (Ligura),Scuba diving,Invalid,M,,"No injury, shark ""harassed"" him at depth of 5 m",N,3 m [10'] white shark,1983.06.15,3280,1,
1983,30-Dec-83,02h45,GREECE,Andikira Fokithes,,Spearfishing,Invalid,M,36,"Coroner determined the man was killed by a boat propeller, not a tiger shark",Y,,1983.12.30,3309,1,
1983,Jun-83,17h00,BAHAMAS,Berry Islands,Whale Cay,Spearfishing,Unprovoked,M,,Lacerations to thigh & buttocks,N,Caribbean reef shark,1983.06.00,3279,1,
1983,08-Jul-83,12h00,BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,Unprovoked,M,13,Lacerations to left calf,N,,1983.07.12.a,3286,1,
1983,22-Jun-83,16h00,BAHAMAS,Abaco Islands,"Off Sandy Point, Great Abaco Island",Spearfishing,Unprovoked,M,15,FATAL,Y,,1983.06.22,3283,1,
1983,15-Jun-83,11h00,BAHAMAS,,Carter Cay,,Unprovoked,M,30,Lacerations to hand & foot,N,6' blacktip shark,1983.06.15,3281,1,
1983,24-Dec-83,,AUSTRALIA,South Australia,"Dangerous Reef, South Neptune Island",Scuba diving for abalone,Unprovoked,M,48,Fingers bitten,N,12' white shark,1983.12.24,3307,1,
1983,26-Jul-83,04h00,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",Swimming from the New Venture ,Sea Disaster,F,21,"FATAL, shark seized her by the chest and took her underwater ",Y,"Tiger shark, 5 m [16.5']",1983.07.26,3291,1,
1983,25-Jul-83,Night,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",Swimming from the New Venture ,Sea Disaster,M,24,"FATAL, shark bit leg, then dragged him underwater ",Y,"Tiger shark, 5 m [16.5']",1983.07.25.b,3290,1,
1983,25-Jul-83,Night,AUSTRALIA,Queensland,"Off Lodestone Reef, Great Barrier Reef, north of Townsville",14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,Sea Disaster,M,28,"Left knee bitten, but survived",N,"Tiger shark, 5 m [16.5']",1983.07.25.a,3289,1,
1983,Ca. 1983,,,English Channel,,Swimming,Unprovoked,M,,Left leg bitten,N,,1983.00.00.d,3262,1,
1982,Nov-82,,USA,South Carolina,"Isle of Palms, Charleston County",In waist-deep water,Unprovoked,M,,Arm bitten,N,,1982.11.00,3259,1,
1982,26-Jun-82,16h30,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,Unprovoked,M,20,Left arm bitten,N,5' shark,1982.06.26.b,3239,1,
1982,May-82,,USA,South Carolina,"Daws Island, Broad River (near Beaufort)",,Invalid,F,Ca. 33,Human remains recovered,Y,Tiger shark,1982.05.00,3235,1,
1982,13-Jun-82,,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui","Sailboarding, fell into water 100 yards outside the breakwater",Unprovoked,M,,Thigh bitten 3 times,N,"1.2 m to 1.5 m [4' to 5'] ""reef shark""",1982.06.13,3236,1,
1982,14-Feb-82,,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Wading,Unprovoked,F,,Left leg bitten,N,,1982.02.14.b,3228,1,
1982,14-Feb-82,,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Swimming,Unprovoked,F,,Right foot bitten,N,,1982.02.14.a,3227,1,
1982,13-Oct-82,11h00,USA,Florida,North Dade- Interama area of Biscayne Bay,Windsurfing,Unprovoked,M,26,Left foot lacerated,N,1.5 m [5'] shark,1982.10.13,3258,1,
1982,27-Sep-82,13h30,USA,Florida,"Patrick Air Force Base, Brevard County",Surfing,Unprovoked,M,20,Laceration to lower left leg,N,1.5 m [5'] shark,1982.09.27,3255,1,
1982,04-Sep-82,,USA,Florida,"Hollywood Beach, Broward County",,Invalid,M,mid-20s,"Remains recovered from shark, but shark involvement prior to death unknown",Y,"Tiger shark, 2.7 m [9'5""], 364-lb",1982.09.04,3252,1,
1982,19-Jul-82,Late afternoon,USA,Florida,"Stuart Beach, Martin County ",Swimming,Unprovoked,M,17,Left ankle bitten,N,0.9 m to 1.2 m [3' to 4'] shark,1982.07.19,3244,1,
1982,01-Jul-82,14h30,USA,Florida,"Daytona Beach, Volusia County",Swimming,Unprovoked,F,19,Laceration to left leg,N,,1982.07.01,3242,1,
1982,  25-Jun-1982,11h00,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",,Unprovoked,F,8,Foot bitten,N,,1982.06.25,3237,1,
1982,10-Mar-82,14h00,USA,Florida,"Palm Beach, Palm Beach County",Surfing,Unprovoked,M,16,Elbow bitten,N,,1982.03.10,3234,1,
1982,27-Feb-82,,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,Unprovoked,M,18,Lacerations to left hand and forearm,N,4' to 5' shark,1982.02.27,3230,1,
1982,13-Feb-82,Prior to 10h37,USA,Florida,"Palm Beach, Palm Beach County",Swimming,Unprovoked,F,75,Shark-bitten body found floating 1.5 miles offshore. Bruises suggested she may have been bitten by the shark before drowning,Y,,1982.02.13,3226,1,
1982,07-Feb-82,,USA,Florida,Elliot Key,Diving,Unprovoked,M,29,"FATAL Disappeared while diving, bathing suit & diving gear recovered bore marks of shark's teeth",Y,,1982.02.07..b,3224,1,
1982,25-Sep-82,Morning,USA,California,"Monastery Beach, Carmel Bay, Monterey County",Diving,Unprovoked,M,36,Lacerations to hand,N,White shark,1982.09.25,3254,1,
1982,19-Sep-82,14h30,USA,California,"Bear Harbor, Mendocino County",Free diving for abalone from Zodiac (submerged),Unprovoked,M,28,Upper left thigh & buttocks bitten,N,5 m to 6 m [16.5' to 20'] white shark,1982.09.19,3253,1,
1982,29-Aug-82,10h20,USA,California,"Morro Rock, Morro Bay, San Obispo County",Surfing,Invalid,M,17,"No Injury, board bitten",N,Questionable incident, reported as shark attack but thought to involve a pinniped instead ,1982.08.29.b,3250,1
1982,24-Jul-82,11h00,USA,California,"Point Buchon, San Luis Obispo County",Paddle Boarding,Unprovoked,M,26,"No Injury, board bitten",N,4.5 m to 5.5 m [14.7' to 18'] white shark,1982.07.24.a,3245,1,
1982, 11-Jul-1982,,USA,California,"Malibu, Los Angeles County",Swimming,Invalid,M,43,Laceration to left thigh,N,"Reported as a shark attack, the story was a hoax",1982.07.11,3243,1,
1982,07-Feb-82,11h00,USA,California,"Stillwater Cove, Sonoma County",Scuba diving (submerged),Unprovoked,M,,Calf & ankle bitten,N,5 m [16.5'] white shark,1982.02.07.a,3225,1,
1982,1982,,TUNISIA,Biserta,Bechateur,Spearfishing,Unprovoked,,,No details,UNKNOWN,,1982.00.00.a,3220,1,
1982,Late Aug-1982,,TUNISIA,,"Skanes, near Monaster",Windsurfing,Unprovoked,M,,Thigh lacerated,N,"2.1 m [7'] shark, possibly a spinner shark",1982.08.00,3248,1,
1982,29-Aug-82,12h00,SOUTH AFRICA,Western Cape Province,Langebaan,Swimming,Unprovoked,F,18,"Left knee, lower leg & foot bitten",N,,1982.08.29.a,3249,1,
1982,17-Feb-82,,SOUTH AFRICA,Western Cape Province,Mossel Bay,Fishing,Provoked,M,,Leg bitten above ankle by hooked shark taken aboard skiboat PROVOKED INCIDENT,N,,1982.02.17,3229,1,
1982,31-Jul-82,16h00,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,Boogie boarding,Invalid,M,20,"No injury, swim fin bitten",N,,1982.07.31,3247,1,
1982,30-Sep-82,16h00,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,Unprovoked,M,16,"No injury, pressure ding on surfboard",N,,1982.09.30.b,3257,1,
1982,30-Sep-82,14h50,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,Unprovoked,M,16,"No Injury, surfboard bitten",N,"Believed to involve a 2.8 m [9'3""] white shark",1982.09.30.a,3256,1,
1982,24-Jul-82,16h00,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Paddleskiing,Unprovoked,M,38,"No injury, ski bitten",N,"2.4 m [8'] white shark, species identity confirmed by tooth fragment",1982.07.24.b,3246,1,
1982,29-Jun-82,09h30,SOUTH AFRICA,Eastern Cape Province,Ntlonyana Bay,Surfing,Unprovoked,M,27,FATAL,Y,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",1982.06.29,3240,1,
1982,29-Jan-82,16h30,SOUTH AFRICA,Eastern Cape Province,Mpekeweni,Swimming,Unprovoked,M,20,Right shin & toe lacerated,N,Raggedtooth shark,1982.01.29,3223,1,
1982,Jul-82,,NEW CALEDONIA,South Province,"Sarcelle, Isle of Pines",,Unprovoked,,,Left arm bitten,N,,1982.07.00,3241,1,
1982,Mar-82,,NEW CALEDONIA,,,Spearfishing,Unprovoked,,,Arm bitten,N,,1982.03.00,3232,1,
1982,29-Aug-82,,JAPAN,Kumamoto Prefecture,Ariake Bay,,Unprovoked,M,,FATAL,Y,,1982.08.29.c,3251,1,
1982,1982,,ITALY,Tyrrhenian Sea,"Lacona, Isola d'Elba",Boat,Boat,M,,No details,UNKNOWN,6 m [20'] white shark,1982.00.00.c,3222,1,
1982,1982,,ITALY,Tyrrhenian Sea,"Biodola, Isola d'Elba",Fishing on a boat,Boat,M,,No injury,N,White shark,1982.00.00.b,3221,1,
1982,26-Jun-82,,BAHAMAS,Andros Islands,North Rat Cay Reef,Spearfishing ,Unprovoked,M,19,Arm severed at elbow,N,"Lemon shark, 2 m [6'9""]",1982.06.26.a,3238,1,
1982,28-Feb-82,,AUSTRALIA,Tasmania,South Cape Bay,Spearfishing,Unprovoked,M,32,"FATAL, body not recovered",Y,5.5 m [18''] white shark,1982.02.28,3231,1,
1982,07-Mar-82,12h00,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",Surfing,Unprovoked,M,20,Legs bitten  FATAL,Y,,1982.03.07,3233,1,
1981,13-Dec-81,,USA,Hawaii,"Nimitz Beach, Barbers Point, O'ahu","Spearfishing, but swimming on surface",Unprovoked,M,,Right leg severely bitten,N,"Tiger shark, 3.7 m [12']",1981.12.13.a,3217,1,
1981,09-Nov-81,,USA,Hawaii,"La'au Point, Moloka'i",Diving to untangle a crab trap line from boat's propeller,Unprovoked,M,59,Hand bitten,N,"2.1 m [7'] shark with ""a very flat head� that had followed the boat for 3 days",1981.11.09,3214,1,
1981,24-Aug-81,,USA,Hawaii,"Keaukaha, Hilo, Hawai'i",Fishing,Invalid,M,,Disappeared while fishing from shore. Leg found 7 days later wedged in rocks 150 yards offshore,Y,Shark involvement prior to death remains unconfirmed,1981.08.24.a,3202,1,
1981,12-Jun-81,,USA,Hawaii,"Honoli'i Pali, Hilo Bay ('Alae Point), Hawai'i",,Invalid,M,,"Probable drowning, 1/3 of shark-multilated body recovered",Y,1.2 m [4'] shark hindered recovery of body,1981.06.12,3193,1,
1981,24-May-81,,USA,Hawaii,"Ha'ena Beach Park, Kaua'i","Scuba diving, reportedly also spearfishing",Unprovoked,M,,"FATAL, disappeared, dive gear & shredded tooth-marked wetsuit were recovered",Y,,1981.05.24,3192,1,
1981,19-Oct-81,11h30,USA,Florida,"Jupiter Island, Brevard County",Swimming,Unprovoked,M,19,Hand & forearm bitten,N,1.8 m to 2.4 m [6' to 8'] shark,1981.10.19.a,3213,1,
1981,17-Oct-81,09h45,USA,Florida,"Palm Beach, Palm Beach County",Surfing,Unprovoked,M,,No details,UNKNOWN,,1981.10.17,3212,1,
1981,16-Oct-81,,USA,Florida,"Cocoa Beach, Brevard County",Surfing,Unprovoked,M,17,Puncture wounds to left foot,N,,1981.10.16,3211,1,
1981,01-Oct-81,,USA,Florida,"Playalinda Beach, Brevard County",Surfing,Unprovoked,M,24,Laceration to right leg,N,6' shark,1981.10.01,3210,1,
1981,28-Sep-81,18h00,USA,Florida,"Cocoa Beach, Brevard County",Surfing,Unprovoked,M,28,5 puncture marks to hip,N,,1981.09.28,3209,1,
1981,27-Sep-81,,USA,Florida,"Melbourne Beach, Brevard County",Surfing,Unprovoked,,,Lacerations to right hand,N,,1981.09.27,3208,1,
1981,15-Sep-81,P.M.,USA,Florida,"Tampa Bay, Manatee County",Swimming,Unprovoked,M,26,"FATAL, right calf bitten  ",Y,Said to involve a tiger shark or a hammerhead shark,1981.09.15,3207,1,
1981,03-Sep-81,12h00,USA,Florida,"Patrick Air Force Base, Brevard County",Surfing,Unprovoked,M,25,Lacerations to 2 fingers of left hand,N,,1981.09.03.b,3206,1,
1981,03-Sep-81,Morning,USA,Florida,"Cocoa Beach, Brevard County",Surfing,Unprovoked,M,24,Laceration to foot,N,,1981.09.03.a,3205,1,
1981,29-Aug-81,,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,15,Laceration to left ankle,N,6' shark,1981.08.29,3204,1,
1981,24-Aug-81,,USA,Florida,Gulf Island National Seashore Park,Spearfishing,Provoked,M,19,"Shot shark, then it bit him. Puncture wounds on leg  PROVOKED INCIDENT",N,"1.8 m [6'] shark, species identity questionable",1981.08.24.b,3203,1,
1981,10-Aug-81,,USA,Florida,"Marathon, Monroe County",Diving,Unprovoked,M,,Bite to face,N,small nurse shark,1981.08.10.b,3201,1,
1981,10-Aug-81,Daybreak,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County","16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",Unprovoked,F,19,FATAL,Y,,1981.08.10.a,3200,1,
1981,20-Jul-81,,USA,Florida,"St. Petersburg Beach, Pinellas County",Swimming,Unprovoked,F,16,"Foot bitten between arch & big toe, no stitches required",N,"""sandshark""",1981.07.20,3198,1,
1981,07-Jul-81,18h10,USA,Florida,Carter Cay,Spearfishing,Unprovoked,M,,Left foot & ankle lacerated,N,2.4 m [8'] shark,1981.07.07,3196,1,
1981,19-May-81,,USA,Florida,"Sands Cut, Elliot Key",Free diving,Unprovoked,M,32,Massive tissue damage of left arm,N,,1981.05.19,3189,1,
1981,16-May-81,,USA,Florida,"Jacksonville, Duval County",Diving,Unprovoked,M,,Left arm bitten,N,Lemon shark,1981.05.16,3188,1,
1981,25-Mar-81,15h00,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Standing / Wading,Unprovoked,M,19,"Lacerations on calf, ankle & heel",N,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark",1981.03.25,3183,1,
1981,24-Mar-81,17h30,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,Unprovoked,M,24,Puncture wounds on  right thigh,N,C. maculpinnis or C. limbatus,1981.03.24,3182,1,
1981,02-Feb-81,13h30,USA,Florida,"Juno Beach, Palm Beach County",Surfing,Unprovoked,M,15,Lacerations & punctures in left calf & ankle,N,1.8 m to 2.4 m [6' to 8'] hammerhead shark,1981.02.02,3176,1,
1981,30-Jan-81,,USA,Florida,20 miles from Mayport,Commercial spearfishing,Unprovoked,M,25,3 small punctures in scalp & ripped nostril,N,Tiger shark,1981.01.30,3174,1,
1981,19-Dec-81,Evening,USA,California,"South Moss Beach, Spanish Bay, Monterey Peninsula",Surfing,Unprovoked,M,24,"FATAL, torso bitten ",Y,7 m [23'] white shark,1981.12.19,3219,1,
1981,23-May-81,12h30,SOUTH KOREA,Chungnam,Wae-yeon Island,Shell diving,Unprovoked,F,27,FATAL,Y,6 m  white shark,1981.05.23,3191,1,
1981,19-Oct-81,,SOUTH AFRICA,Western Cape Province,Mossel Bay,Inspecting teeth of supposedly dead (hooked & shot) shark,Provoked,M,,Hand lacerated  PROVOKED INCIDENT,N,"3.5 m [11.5'], 510-kg [1125-lb] hooked & shot white shark",1981.10.19.b,3215,1,
1981,01-Jul-81,,SOUTH AFRICA,KwaZulu-Natal,Clansthal,Catching sardines,Unprovoked,M,,Laceration to calf,N,"""gray shark""",1981.07.01,3195,1,
1981,19-Feb-81,17h20,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,Swimming,Unprovoked,M,30,Foot lacerated,N,Juvenile dusky or blacktip shark,1981.02.19,3179,1,
1981,01-Jan-81,,SOUTH AFRICA,KwaZulu-Natal,Widenham,Swimming,Invalid,M,23,Probable drowning & scavenging,Y,"Tiger shark, 1.5 m [5']k",1981.01.01,3173,1,
1981,18-Jul-81,10h15,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,Unprovoked,M,32,7 lacerations to right foot,N,Possibly a  1.8 m [6'] Zambezi shark,1981.07.18,3197,1,
1981,20-May-81,08h30,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,Unprovoked,M,27,"Shark & board collided. No injury, but board was dented",N,Raggedtooth shark,1981.05.20,3190,1,
1981,10-May-81,14h45,SOUTH AFRICA,Eastern Cape Province,King�s Beach,Surfing,Unprovoked,M,19,"No Injury, board bitten",N,"Raggedtooth shark, 2.5 m [8.25'] ",1981.05.10,3187,1,
1981,05-May-81,09h00,SOUTH AFRICA,Eastern Cape Province,Ntlonyane Bay,Surfing,Unprovoked,M,24,"Left leg bitten, surgically amputated",N,"Tiger shark, 2.1 m [7']",1981.05.05,3184,1,
1981,30-Nov-81,Late afternoon,REUNION,Saint-Philippe,Vicendo,Spearfishing,Unprovoked,M,,Survived,N,,1981.11.30,3216,1,
1981,07-May-81,,NAMIBIA,Eronogo Region,Walvis Bay,Finning the shark that bit him,Provoked,M,,Lacerations PROVOKED INCIDENT,N,,1981.05.07,3186,1,
1981,Summer of 1981,,GREECE,Pagasitikos Gulf,,"Free diving / spearfishing, ",Unprovoked,M,,Minor injury,N,,1981.00.00.a,3171,1,
1981,Reported 15-Jun-1981,,ENGLAND,,Isle of Wight,Fishing,Boat,M,,Minor injuries from shark that leapt aboard their boat,N,"13', 400-lb thresher shark",1981.06.15.R,3194,1,
1981,04-Mar-81,10h30,CHILE,Coquimbo,"Bahia Totoralillo, 80  km north of Coquimbo",Free diving Spearfishing,Unprovoked,M,,Foot & ankle bitten,N,White shark,1981.03.04,3181,1,
1981,Mar-81,,BRAZIL,Rio de Janeiro,Cabo Frio,Diving,Unprovoked,,,,UNKNOWN,White shark,1981.03.00,3180,1,
1981,Feb-81,,BRAZIL,Rio de Janeiro,Cabo Frio,Spearfishing,Unprovoked,,,Left arm lacerated,N,,1981.02.00,3175,1,
1981,08-Mar-81,,BERMUDA,,,Foundering of the Israeli freighter Mezada,Sea Disaster,,,Next day 2 bodies recovered from sharks,N,,1981.03.08,3185,1,
1981,07-Aug-81,12h00,BAHAMAS,Grand Bahama Island,"Gingerbread Reef, east of Little Isaac Island ",Snorkeling on surface,Unprovoked,M,53,Upper right arm bitten,N,Mako shark (tooth fragments recovered),1981.08.07,3199,1,
